,tri_Grams,Freq
2981,آیا دھمکی میں,2
8879,گر کو میں,2
2925,جاوید آساں ہے,2
2926,آساں ہے کشایش,2
2927,ہے کشایش کو,2
2928,کشایش کو ہمارا,2
2932,پسند آیا ہوائے,2
12917,رات بھر جو,2
4633,مقدور ہو تو,2
9187,پا کہ یوں,2
4616,فراق میں یہ,2
7478,کیوں ہو یہ,2
2980,پسند آیا دھمکی,2
4835,کا باب تھا,2
4833,تک سوختن کا,2
3403,ہوں اور افسردگی,2
4760,پرونے کا خیال,2
4749,پنبہٴ بالش کف,2
4750,بالش کف سیلاب,2
4751,کف سیلاب تھا,2
4752,سیلاب تھا واں,2
4753,تھا واں خود,2
4754,واں خود آرائی,2
4755,خود آرائی کو,2
4756,آرائی کو تھا,2
4757,کو تھا موتی,2
4758,تھا موتی پرونے,2
4759,موتی پرونے کا,2
2754,کا دہر میں,2
4761,کا خیال یاں,2
4747,سے یاں پنبہٴ,2
4762,خیال یاں ہجومِ,2
4763,یاں ہجومِ اشک,2
4764,ہجومِ اشک میں,2
4765,اشک میں تارِ,2
4766,میں تارِ نگہ,2
4767,تارِ نگہ نایاب,2
4768,نگہ نایاب تھا,2
4769,نایاب تھا جلوہٴ,2
4770,تھا جلوہٴ گل,2
4771,جلوہٴ گل نے,2
4772,گل نے کیا,2
4773,نے کیا تھا,2
4748,یاں پنبہٴ بالش,2
4746,گریے سے یاں,2
4775,تھا واں چراغاں,2
4731,جوّالہ ہر اک,2
14470,دل کا کس,2
4720,شب کہ برقِ,2
4721,کہ برقِ سوزِ,2
4722,برقِ سوزِ دل,2
4723,سوزِ دل سے,2
4724,دل سے زہرہٴ,2
4725,سے زہرہٴ ابر,2
4726,زہرہٴ ابر آب,2
4727,ابر آب تھا,2
4728,آب تھا شعلہٴ,2
4729,تھا شعلہٴ جوّالہ,2
4730,شعلہٴ جوّالہ ہر,2
4732,ہر اک حلقہٴ,2
4745,خرام گریے سے,2
4733,اک حلقہٴ گرداب,2
4734,حلقہٴ گرداب تھا,2
4735,گرداب تھا واں,2
4736,تھا واں کرم,2
4737,واں کرم کو,2
4738,کرم کو عذرِ,2
4739,کو عذرِ بارش,2
4740,عذرِ بارش تھا,2
4741,بارش تھا عناں,2
4742,تھا عناں گیرِ,2
4743,عناں گیرِ خرام,2
4744,گیرِ خرام گریے,2
4774,کیا تھا واں,2
9001,کو میں اپنے,2
4832,آسماں تک سوختن,2
4818,تھا فرش سے,2
4806,کرتا تھا روشن,2
4807,تھا روشن شمعِ,2
4808,روشن شمعِ بزمِ,2
4809,شمعِ بزمِ بیخودی,2
4810,بزمِ بیخودی جلوہٴ,2
4811,بیخودی جلوہٴ گل,2
4812,جلوہٴ گل واں,2
4813,گل واں بساطِ,2
4814,واں بساطِ صحبتِ,2
4815,بساطِ صحبتِ احباب,2
4816,صحبتِ احباب تھا,2
4817,احباب تھا فرش,2
4819,فرش سے تا,2
4804,یاں نفس کرتا,2
4820,سے تا عرش,2
4821,تا عرش واں,2
4822,عرش واں طوفاں,2
4823,واں طوفاں تھا,2
4824,طوفاں تھا موجِ,2
4825,تھا موجِ رنگ,2
4826,موجِ رنگ کا,2
4827,رنگ کا یاں,2
4828,کا یاں زمیں,2
4829,یاں زمیں سے,2
4830,زمیں سے آسماں,2
4831,سے آسماں تک,2
4805,نفس کرتا تھا,2
4803,تھا یاں نفس,2
4776,واں چراغاں آبجو,2
4789,سرِ پرشور بیخوابی,2
4777,چراغاں آبجو یاں,2
4778,آبجو یاں رواں,2
4779,یاں رواں مژگانِ,2
4780,رواں مژگانِ چشمِ,2
4781,مژگانِ چشمِ تر,2
4782,چشمِ تر سے,2
4783,تر سے خونِ,2
4784,سے خونِ ناب,2
4785,خونِ ناب تھا,2
4786,ناب تھا یاں,2
4787,تھا یاں سرِ,2
4788,یاں سرِ پرشور,2
4790,پرشور بیخوابی سے,2
4802,کمخواب تھا یاں,2
4791,بیخوابی سے تھا,2
4792,سے تھا دیوار,2
4793,تھا دیوار جو,2
9020,خدا کرے کہ,2
4794,دیوار جو واں,2
4795,جو واں وہ,2
4796,واں وہ فرقِ,2
4797,وہ فرقِ ناز,2
4798,فرقِ ناز محوِ,2
4799,ناز محوِ بالشِ,2
4800,محوِ بالشِ کمخواب,2
4801,بالشِ کمخواب تھا,2
4556,کسی کے پڑے,2
4555,پہ کسی کے,2
3121,بسمل سے پرافشاں,2
12472,ہوں اور ماتمِ,2
12476,شہرِ آرزو توڑا,2
12475,یک شہرِ آرزو,2
12474,ماتمِ یک شہرِ,2
2072,افسوس حاصل کا,2
19943,اقبال کے افکار,2
2070,ہوں اور افسوس,2
2069,کرتا ہوں اور,2
2068,کی کرتا ہوں,2
2067,برق کی کرتا,2
2066,عبادت برق کی,2
2065,ہستی عبادت برق,2
12473,اور ماتمِ یک,2
12471,مژگانِ یار تھا,2
12477,تو نے آئينہ,2
12470,ودیعتِ مژگانِ یار,2
12469,جگر ودیعتِ مژگانِ,2
12468,خونِ جگر ودیعتِ,2
12467,حساب خونِ جگر,2
12466,پڑا حساب خونِ,2
12465,قطرے کا مجھے,2
12464,ایک قطرے کا,2
12463,ایک ایک قطرے,2
16720,یہ بات کہ,2
3315,نکلا دل مرا,2
3319,نہاں سے بے,2
14238,نہ ہو کہ,2
2076,ظرف ہے ساقی,2
12478,نے آئينہ تمثال,2
3329,گویا جل گیا,2
12484,سرِ رہگزار تھا,2
12496,غمِ عشق کو,2
12495,بھی غمِ عشق,2
12494,ہم بھی غمِ,2
12493,جوہرِ تیغ آب,2
12492,مثلِ جوہرِ تیغ,2
12491,ذرہ مثلِ جوہرِ,2
12490,ہر ذرہ مثلِ,2
12489,دشتِ وفا کا,2
12488,سرابِ دشتِ وفا,2
12487,موجِ سرابِ دشتِ,2
12486,تھا موجِ سرابِ,2
12485,رہگزار تھا موجِ,2
12483,ہوائے سرِ رہگزار,2
12479,آئينہ تمثال دار,2
2091,ہوں ساحل کا,2
2090,خمیازہ ہوں ساحل,2
2089,میں خمیازہ ہوں,2
2088,تو میں خمیازہ,2
2087,ہے تو میں,2
2086,مے ہے تو,2
12482,دادہٴ ہوائے سرِ,2
12481,جاں دادہٴ ہوائے,2
12480,میں جاں دادہٴ,2
2082,بھی جو تو,2
2081,کامی بھی جو,2
2080,تشنہ کامی بھی,2
3328,مانند گویا جل,2
3331,گیا دل میں,2
3122,سے پرافشاں نکلا,2
3390,دکھاتا ورنہ داغوں,2
3380,تھا وحشت کا,2
3381,وحشت کا کہ,2
3382,کا کہ صحرا,2
3383,کہ صحرا جل,2
3384,صحرا جل گیا,2
3385,گیا دل نہیں,2
3386,دل نہیں تجھ,2
3387,نہیں تجھ کو,2
3388,تجھ کو دکھاتا,2
9735,نقشِ قدم دیکھتے,2
9736,قدم دیکھتے ہیں,2
3389,کو دکھاتا ورنہ,2
3391,ورنہ داغوں کی,2
3378,خیال آیا تھا,2
3392,داغوں کی بہار,2
3396,چراغاں کا کروں,2
7050,محبت ہی کیوں,2
3397,کا کروں کیا,2
1863,ہدیہ مبارک باد,2
1862,جگر ہدیہ مبارک,2
1861,داغ جگر ہدیہ,2
1860,ارمغاں داغ جگر,2
1859,الماس ارمغاں داغ,2
1858,تحفہ الماس ارمغاں,2
1857,جراحت تحفہ الماس,2
3402,گیا میں ہوں,2
3379,آیا تھا وحشت,2
3377,کچھ خیال آیا,2
8615,بھی نہیں دل,2
3354,عدم سے بھی,2
3338,یار تک باقی,2
3339,تک باقی نہیں,2
3340,باقی نہیں آگ,2
3344,گھر میں لگی,2
3345,میں لگی ایسی,2
3346,لگی ایسی کہ,2
3347,ایسی کہ جو,2
3348,کہ جو تھا,2
3349,جو تھا جل,2
3350,تھا جل گیا,2
3352,گیا میں عدم,2
3353,میں عدم سے,2
3355,سے بھی پرے,2
3376,کہاں کچھ خیال,2
3356,بھی پرے ہوں,2
3357,پرے ہوں ورنہ,2
3358,ہوں ورنہ غافل,2
3359,ورنہ غافل بارہا,2
3360,غافل بارہا میری,2
3367,عنقا جل گیا,2
3368,جل گیا عرض,2
7079,کو تجھ سے,2
3373,اندیشہ کی گرمی,2
3374,کی گرمی کہاں,2
7075,نہ ہو ہے,2
3375,گرمی کہاں کچھ,2
12497,تو کم ہوئے,2
12498,کم ہوئے پہ,2
12499,ہوئے پہ غمِ,2
2203,لیکن اب یہ,2
2216,آتا ہے دم,2
2215,میں آتا ہے,2
2214,ناک میں آتا,2
2213,سے ناک میں,2
2212,گل سے ناک,2
2211,بوئے گل سے,2
7202,تن کے پانو,2
4468,عقل و دل,2
4467,متاعِ عقل و,2
4466,عرضِ متاعِ عقل,2
4465,طلب عرضِ متاعِ,2
4464,کی طلب عرضِ,2
2202,سے لیکن اب,2
4469,و دل و,2
2201,چمن سے لیکن,2
2200,تھی چمن سے,2
2199,محبت تھی چمن,2
2198,میرا محبت تھی,2
2197,قدم میرا محبت,2
2196,نقش قدم میرا,2
2195,ہے نقش قدم,2
4463,خریدار کی طلب,2
4462,ہے خریدار کی,2
4461,رہا ہے خریدار,2
19195,کہ دل کو,2
2189,ذوق کم میرا,2
2217,ہے دم میرا,2
12589,ہے کہ خالی,2
12500,پہ غمِ روزگار,2
4516,رُخ پہ پریشاں,2
3123,پرافشاں نکلا بوئے,2
4554,در پہ کسی,2
4553,کہ در پہ,2
4552,ہے کہ در,2
4551,جی میں ہے,2
18433,دے رہے ہیں,2
18432,کو دے رہے,2
7305,کے خواب میں,2
2313,آسماں کے لیے,2
5192,ہمیں منظور نہیں,2
12660,لوٹ آتے ہیں,2
16847,میں ڈوب جا,2
4515,سیاہ رُخ پہ,2
17346,تو با زمانہ,2
4514,زلفِ سیاہ رُخ,2
4513,ہوس زلفِ سیاہ,2
4512,پر ہوس زلفِ,2
4511,بام پر ہوس,2
4510,لبِ بام پر,2
4509,کو لبِ بام,2
16819,کا نہ ہو,2
4508,کسی کو لبِ,2
4507,پهر کسی کو,2
4506,ہے پهر کسی,2
18388,رہے ہیں وہ,2
7765,چنگ و رباب,2
2188,سے ذوق کم,2
2187,ماندگی سے ذوق,2
2186,بیاباں ماندگی سے,2
12516,تری مِژہ ہائے,2
12528,بسکہ جوشِ بادہ,2
12527,ہیں بسکہ جوشِ,2
12526,نفسِ جاں گداز,2
12525,ہی نفسِ جاں,2
12524,ایک ہی نفسِ,2
12523,طَعمہ ہوں ایک,2
12522,میں طَعمہ ہوں,2
12521,وگرنہ میں طَعمہ,2
12520,ضبطِ آہ میں,2
12519,ہے ضبطِ آہ,2
12518,صرفہ ہے ضبطِ,2
12517,مِژہ ہائے دراز,2
12515,دُکھ تری مِژہ,2
2185,یک بیاباں ماندگی,2
12514,اور دُکھ تری,2
12513,میں اور دُکھ,2
12512,شگفتنِ گل ہائے,2
12511,ہے شگفتنِ گل,2
12510,وقت ہے شگفتنِ,2
12509,بہارِ نظارہ ہے,2
12508,صبحِ بہارِ نظارہ,2
12507,شکستہ صبحِ بہارِ,2
12506,رنگ شکستہ صبحِ,2
12505,تھا محرم نہیں,2
19262,ہے مہتاب کی,2
12501,غمِ روزگار تھا,2
12529,جوشِ بادہ سے,2
18316,مری نوا میں,2
12533,قرض اس گرہِ,2
12534,اس گرہِ نیم,2
2184,ہوگا یک بیاباں,2
2183,نہ ہوگا یک,2
2182,کا نہ ہوگا,2
2181,دل کا نہ,2
4459,شوق کر رہا,2
17365,ہوش و خرد,2
4452,پندار کا صنم,2
8673,میں اے خدا,2
4451,ہے پندار کا,2
4450,جائے ہے پندار,2
4449,کو جائے ہے,2
4448,ملامت کو جائے,2
7174,نہ ہو اس,2
17376,بھی ہو حجاب,2
17377,ہو حجاب میں,2
12547,کو معلوم ہے,2
12543,اسد سینہ کہ,2
12542,ہوا اسد سینہ,2
12541,ہجراں ہوا اسد,2
12540,غمِ ہجراں ہوا,2
12539,کاوشِ غمِ ہجراں,2
12538,تاراجِ کاوشِ غمِ,2
12537,کا تاراجِ کاوشِ,2
12536,باز کا تاراجِ,2
12535,گرہِ نیم باز,2
17565,اور ہے حور,2
10126,ناصح نے ہم,2
17566,ہے حور و,2
11517,مجموعہٴ خیال ابھی,2
11521,میں جلوہٴ گل,2
11522,جلوہٴ گل آگے,2
11526,احباب چارہ سازیٴ,2
11527,چارہ سازیٴ وحشت,2
11528,سازیٴ وحشت نہ,2
15993,ہمیں دکھایا یہی,2
15994,دکھایا یہی اگر,2
15995,یہی اگر کیفیت,2
15996,اگر کیفیت ہے,2
11542,مجھے اپنے کردار,2
11543,اپنے کردار پر,2
11544,کردار پر اتنا,2
575,یہ نہ تھی,2
576,نہ تھی ہماری,2
577,تھی ہماری قسمت,2
11520,رہگزر میں جلوہٴ,2
11516,میں مجموعہٴ خیال,2
11545,پر اتنا تو,2
11515,تھا میں مجموعہٴ,2
15980,میں شمار ہوگا,2
15981,شمار ہوگا جو,2
15982,ہوگا جو ایک,2
15983,جو ایک تھا,2
20426,میں کہ شاہیں,2
15984,ایک تھا اے,2
15985,تھا اے نگاہ,2
15986,اے نگاہ تو,2
15987,نگاہ تو نے,2
15988,تو نے ہزار,2
15989,نے ہزار کر,2
15990,ہزار کر کے,2
15991,کر کے ہمیں,2
15992,کے ہمیں دکھایا,2
10726,مجھ کو نہ,2
578,ہماری قسمت کہ,2
11546,اتنا تو یقین,2
15978,دل جلوں میں,2
600,جانا کہ خوشی,2
602,خوشی سے مر,2
603,سے مر نہ,2
604,مر نہ جاتے,2
605,نہ جاتے اگر,2
606,جاتے اگر اعتبار,2
607,اگر اعتبار ہوتا,2
608,اعتبار ہوتا تری,2
609,ہوتا تری نازکی,2
610,تری نازکی سے,2
611,نازکی سے جانا,2
612,سے جانا کہ,2
613,جانا کہ بندھا,2
614,کہ بندھا تھا,2
615,بندھا تھا عہد,2
616,تھا عہد بودا,2
601,کہ خوشی سے,2
10690,ترے خیال سے,2
15997,کیفیت ہے تیری,2
15999,تیری تو پھر,2
582,یار ہوتا اگر,2
583,ہوتا اگر اور,2
584,اگر اور جیتے,2
585,اور جیتے رہتے,2
586,جیتے رہتے یہی,2
587,رہتے یہی انتظار,2
588,یہی انتظار ہوتا,2
589,انتظار ہوتا ترے,2
590,ہوتا ترے وعدے,2
591,ترے وعدے پر,2
592,وعدے پر جیے,2
593,پر جیے ہم,2
594,جیے ہم تو,2
595,ہم تو یہ,2
596,تو یہ جان,2
15979,جلوں میں شمار,2
20433,کچھ اور شے,2
770,تجھے ہم ولی,2
15924,خنجر سے آپ,2
15926,آپ ہی خودکشی,2
15927,ہی خودکشی کرے,2
15928,خودکشی کرے گی,2
15929,کرے گی جو,2
15930,گی جو شاخ,2
15931,جو شاخ نازک,2
15932,شاخ نازک پہ,2
15933,نازک پہ آشیانہ,2
15934,پہ آشیانہ بنے,2
15935,آشیانہ بنے گا,2
15936,بنے گا ناپائیدار,2
15937,گا ناپائیدار ہوگا,2
15938,ناپائیدار ہوگا سفینۂ,2
15939,ہوگا سفینۂ برگ,2
15940,سفینۂ برگ گل,2
15925,سے آپ ہی,2
15923,اپنے خنجر سے,2
15942,گل بنا لے,2
15922,تہذیب اپنے خنجر,2
15907,نہیں ہے کھرا,2
15908,ہے کھرا ہے,2
15909,کھرا ہے جسے,2
15910,ہے جسے تم,2
15911,جسے تم سمجھ,2
15912,تم سمجھ رہے,2
15913,رہے ہو وہ,2
15914,ہو وہ اب,2
15915,وہ اب زر,2
15916,اب زر کم,2
15917,زر کم عیار,2
15918,کم عیار ہوگا,2
15919,عیار ہوگا تمہاری,2
15920,ہوگا تمہاری تہذیب,2
15921,تمہاری تہذیب اپنے,2
15941,برگ گل بنا,2
15943,بنا لے گا,2
15977,سے دل جلوں,2
15962,میں لالہ دکھاتا,2
15964,دکھاتا پھرتا ہے,2
15965,پھرتا ہے داغ,2
15966,ہے داغ اپنا,2
15967,داغ اپنا کلی,2
15968,اپنا کلی کلی,2
15969,کلی کلی کو,2
15970,کلی کو یہ,2
15971,کو یہ جانتا,2
15972,یہ جانتا ہے,2
15973,ہے کہ اس,2
509,جس کے لیے,2
510,کے لیے ہم,2
15974,کہ اس دکھاوے,2
15975,اس دکھاوے سے,2
15976,دکھاوے سے دل,2
15963,لالہ دکھاتا پھرتا,2
15961,چمن میں لالہ,2
15944,لے گا قافلہ,2
15960,ہوگا چمن میں,2
15945,گا قافلہ مور,2
15946,قافلہ مور ناتواں,2
15947,مور ناتواں کا,2
15948,ناتواں کا ہزار,2
15949,کا ہزار موجوں,2
15950,ہزار موجوں کی,2
15951,موجوں کی ہو,2
15952,کی ہو کشاکش,2
15953,ہو کشاکش مگر,2
15954,کشاکش مگر یہ,2
15955,مگر یہ دریا,2
15956,یہ دریا سے,2
15957,دریا سے پار,2
15958,سے پار ہوگا,2
15959,پار ہوگا چمن,2
617,عہد بودا کبھی,2
618,بودا کبھی تو,2
619,کبھی تو نہ,2
714,ہے مجھے کیا,2
716,کیا برا تھا,2
717,برا تھا مرنا,2
718,تھا مرنا اگر,2
719,مرنا اگر ایک,2
720,اگر ایک بار,2
721,ایک بار ہوتا,2
722,بار ہوتا ہوئے,2
723,ہوتا ہوئے مر,2
724,ہوئے مر کے,2
725,مر کے ہم,2
726,کے ہم جو,2
727,ہم جو رسوا,2
728,جو رسوا ہوئے,2
729,رسوا ہوئے کیوں,2
730,ہوئے کیوں نہ,2
715,مجھے کیا برا,2
713,بلا ہے مجھے,2
16007,قمری سے میں,2
712,بری بلا ہے,2
16000,تو پھر کسے,2
16001,پھر کسے اعتبار,2
16002,کسے اعتبار ہوگا,2
16003,اعتبار ہوگا کہا,2
701,روزگار ہوتا کہوں,2
702,ہوتا کہوں کس,2
703,کہوں کس سے,2
704,کس سے میں,2
705,سے میں کہ,2
706,میں کہ کیا,2
707,کہ کیا ہے,2
16004,ہوگا کہا جو,2
709,ہے شب غم,2
16005,کہا جو قمری,2
711,غم بری بلا,2
16006,جو قمری سے,2
16008,میں نے اک,2
620,تو نہ توڑ,2
752,جو دوئی کی,2
16010,اک دن یہاں,2
16011,دن یہاں کے,2
756,بھی ہوتی تو,2
757,ہوتی تو کہیں,2
758,تو کہیں دو,2
759,کہیں دو چار,2
760,دو چار ہوتا,2
761,چار ہوتا یہ,2
16012,یہاں کے آزاد,2
