,backword_bigrams,Freq
2358,نسیاں طاق,2
13874,صاحب ہے,2
2677,دل صد,2
2190,اک تیری,2
2674,کف یک,2
10858,وہ سکا,2
6719,کس سے,2
6610,ہیں نہیں,2
4975,یہ تھی,2
6614,تمھیں میں,2
8358,میرے کو,2
5358,وگرنہ ہے,2
6428,پھرا میں,2
13889,نے فطرت,2
12605,جام سے,2
10854,نہ کبھی,2
6613,جب کہ,2
8187,گر ہوں,2
15772,خویشتن محبت,2
10872,تھا پیار,2
13776,کی تقدیر,2
5262,طرف ہر,2
2691,ہوائے آیا,2
2418,جو کرے,2
10873,یا تھا,2
10963,ہاتھوں کے,2
6568,کی غم,2
6618,نہاں سے,2
5014,کیا کہوں,2
2687,کو کشایش,2
2686,کشایش ہے,2
10774,ہے دیکھا,2
6569,میرا وہ,2
2685,ہے آساں,2
8093,تیرے میں,2
2684,آساں جاوید,2
2206,امتحاں کے,2
15930,ہے پاک,2
13895,ہے رکھتی,2
12458,ہو کچھ,2
6498,گل فصل,2
2679,فیض بہ,2
15586,باقی رہے,2
8342,سکتے نہیں,2
2366,کا مژگاں,2
12482,کوئی ہو,2
4993,ہے گلستاں,2
2100,ہے کھاتا,2
2145,کے آسماں,2
6474,نہ آیا,2
13866,سمجھا کو,2
2610,کش منت,2
6473,آیا میں,2
6472,خواب کے,2
15982,مہتاب ہے,2
15983,کی مہتاب,2
5311,ہوئے جب,2
6444,نوردی دشت,2
13730,کہ درویشی,2
6606,کہہ یہ,2
2102,نہ میرا,2
15989,دن میں,2
5337,ہائے سادگی,2
5155,و تگ,2
13727,سے یقیں,2
5321,جاتے ہو,2
6451,بخود خود,2
8201,نہیں کو,2
2148,گر سے,2
15599,کسریٰ و,2
8576,نہ دے,2
2643,یار رخ,2
14019,بھی مسلماں,2
13755,کی مستی,2
10782,دیا کر,2
8182,گماں کو,2
6487,کیوں میں,2
13871,خبر کسے,2
8536,ساقی سے,2
8538,ہم جو,2
4991,کہ دوں,2
2166,ہیں کہ,2
10838,بھی جب,2
8548,کون یہ,2
8344,یا جو,2
2382,نالوں میرے,2
2368,یک ہر,2
6480,بتِ اس,2
2156,اپنی کچھ,2
15598,و قیصر,2
6479,اس آج,2
13702,چاک گریباں,2
15970,ہے رہی,2
5165,پر سر,2
8257,سن تو,2
2698,کہ قاتل,2
8490,آ وہ,2
8406,تیرا جہاں,2
13929,کی جن,2
2460,نہاں میں,2
15710,کہ پر,2
13924,ہیں بخشے,2
11054,آیا نہ,2
6640,خانہ کی,2
8222,جس میں,2
13820,پرسوز ہے,2
13922,نے اللہ,2
5101,ہمیں رب,2
2444,سو ہر,2
5192,بہ ہو,2
2540,دہر کا,2
2744,گار طلب,2
13992,تک اب,2
13835,ستارے یہ,2
12498,اے کبھی,2
10957,کوئی یا,2
2566,دم حریف,2
5019,از کم,2
13812,بھی جنوں,2
6563,کو محبت,2
5220,کو خیال,2
5221,دیکھا کو,2
12548,آ بہار,2
13943,سے ازل,2
2733,دھمکی آیا,2
5041,آرزو طبعِ,2
5054,ہے ضرور,2
2505,کر آ,2
6671,کے غیر,2
8255,میں خوں,2
2510,نہیں کا,2
13828,خاکی آدم,2
2316,اور ہوا,2
10942,کہ دن,2
2323,بحر اس,2
2519,ہے قیامت,2
8409,دیکھتے قدم,2
15837,باقی میں,2
6658,ہو کے,2
6551,کیا کے,2
6686,کام ہے,2
2491,میں بغل,2
2787,میں گزر,2
6550,کے بن,2
10938,و در,2
2532,کہ غالبؔ,2
2535,عالم ہے,2
2536,کے عالم,2
13946,طریق کا,2
13982,یہ بھی,2
13811,جنوں کا,2
15861,مکاں لا,2
11236,گریباں کے,2
2811,وحشت سازی,2
8471,دردِ پائی,2
8472,بے دردِ,2
5249,ہوں شمع,2
6760,گلِ و,2
5250,لیکن ہوں,2
2242,نہیں شوق,2
8475,اعتمادِ ہے,2
8476,دل اعتمادِ,2
2810,سازی چارہ,2
2701,خوں بہ,2
2236,قدم کے,2
8480,حالِ پایا,2
6521,کسی ہے,2
8211,دشمن دوست,2
5110,دنیا کہ,2
5199,سے تمنا,2
8482,بار نے,2
15906,سے مقام,2
8149,و رہ,2
8486,شورِ پایا,2
8487,پندِ شورِ,2
8488,ناصح پندِ,2
2814,سکے کر,2
2225,وہ کے,2
12654,ہیں منتظر,2
5108,خیال محشرِ,2
2283,کے زباں,2
11210,پہ نام,2
13805,اس سے,2
13804,سے زور,2
8114,میں کعبہ,2
10913,پر راہ,2
2274,نام کا,2
14073,عشق و,2
8450,دل داغِ,2
2270,بار پہ,2
10910,گا ملے,2
10908,جو بھر,2
4932,ورق ہر,2
6532,دل جب,2
14054,خودی اپنی,2
8131,نہ رہے,2
13916,پہنائے نہیں,2
11205,دل یہ,2
8459,ہم کا,2
2260,لگے نہ,2
5238,حسن اپنے,2
14057,جا ڈوب,2
14056,ڈوب میں,2
6524,دل کے,2
6523,کے دے,2
8138,ڈال میں,2
2276,کہ آیا,2
3049,نہیں باقی,2
2840,نکلا ساماں,2
4351,ناخن کاوشِ,2
4349,ذوقِ کہ,2
4347,دل لگا,2
4346,لگا ٹپکانے,2
4345,ٹپکانے خوننابہ,2
4344,خوننابہ سے,2
4342,رنگ اس,2
14735,گھڑی کی,2
4341,اس ناگہاں,2
4340,ناگہاں تھا,2
4339,تھا باب,2
3973,بہ مژگاں,2
4338,باب کا,2
4337,کا سوختن,2
4336,سوختن تک,2
14727,سب ہیں,2
4335,تک آسماں,2
4334,آسماں سے,2
4350,کاوشِ ذوقِ,2
4352,سے ناخن,2
4332,زمیں یاں,2
4353,لذت سے,2
4366,صبا کبھی,2
3930,کئے مژگاں,2
7381,میں میں,2
4365,کبھی ہیں,2
14762,جہان یہ,2
3937,ہے لگا,2
4362,کو در,2
3942,گریباں چاکِ,2
4359,دیوار میں,2
4357,ہجر جو,2
3946,ہائے نالہ,2
4356,ہم یہ,2
4355,تھا یاب,2
3949,ہے بار,2
7369,پر سے,2
4354,یاب لذت,2
7367,سہی نہ,2
7342,اس کہیں,2
3984,دل ہیں,2
4305,محوِ ناز,2
4319,صحبتِ بساطِ,2
4011,خریدار ہے,2
4012,کی خریدار,2
4014,عرضِ طلب,2
4015,متاعِ عرضِ,2
4016,عقل متاعِ,2
4017,و عقل,2
4317,واں گل,2
4316,جلوہٴ بیخودی,2
4315,بیخودی بزمِ,2
4314,بزمِ شمعِ,2
4313,شمعِ روشن,2
4312,روشن تھا,2
7318,کیا نہ,2
4310,کرتا نفس,2
4309,نفس یاں,2
4308,تھا کمخواب,2
4307,کمخواب بالشِ,2
4318,بساطِ واں,2
14707,خانۂ مے,2
4331,کا رنگ,2
4320,احباب صحبتِ,2
4330,رنگ موجِ,2
4328,تھا طوفاں,2
3991,خیال و,2
7335,اس جو,2
4327,طوفاں واں,2
4326,واں عرش,2
4325,عرش تا,2
4324,تا سے,2
4323,سے فرش,2
4322,فرش تھا,2
4321,تھا احباب,2
4000,کو ملامت,2
4001,جائے کو,2
4002,ہے جائے,2
4003,پندار ہے,2
4004,کا پندار,2
4005,صنم کا,2
4367,کو صبا,2
4369,نامہ کبھی,2
4370,کو بر,2
4466,جس کی,2
14886,حق جسے,2
4461,مگر میں,2
7492,دن وہ,2
3796,مگر داد,2
4451,ورنہ غالب,2
4449,دیا بنا,2
3806,کے اُس,2
11785,تو کیا,2
3808,اہلِ کہ,2
7191,ہے حجت,2
7474,مجھ ہو,2
11794,ہمیں نے,2
7468,و مہر,2
4438,آج کو,2
4436,مجھ تمنا,2
4435,کی جس,2
4434,جس تھی,2
3783,ملے نہ,2
11759,سخن نے,2
4375,خدا ہمارے,2
11758,نے کس,2
14459,زمانہ با,2
11728,پر کس,2
3734,کے عدو,2
7539,سکتی نہیں,2
4489,عشق کا,2
4487,دماغ ہے,2
14474,و ہوش,2
14475,خرد و,2
14477,کر شکار,2
7165,نہیں معذور,2
12072,تو زیادہ,2
14484,حجاب ہو,2
12071,زیادہ اتنا,2
14487,خود تو,2
7511,دل نہیں,2
3768,یاں ہے,2
3769,تک یاں,2
14848,دے کر,2
4429,کا تنہائی,2
11814,نے بتوں,2
4421,غالب پر,2
7406,پر در,2
4383,گھر اپنے,2
4382,اپنے کبھی,2
4380,ان ہم,2
11861,بہار ابر,2
4379,ہم کبھی,2
4378,کبھی ہے,2
4377,ہے قدرت,2
4376,قدرت کی,2
3906,ہوئی مدّت,2
3910,مہماں کو,2
3913,جوشِ ہوئے,2
3914,قدح جوشِ,2
3915,سے قدح,2
3916,بزمِ سے,2
3917,چراغاں بزمِ,2
3918,کئے چراغاں,2
11853,نہ گیا,2
4386,لگے نظر,2
4387,نہ لگے,2
4404,دیکھیں کیا,2
11826,ہیں پڑی,2
4410,گہر و,2
4408,لعل طالعِ,2
4407,طالعِ اوجِ,2
4406,اوجِ ہم,2
4405,ہم دیکھیں,2
7431,لیے کس,2
3868,کے علی,2
4388,دست کے,2
4398,ترے ہیں,2
7419,جائے نہ,2
11844,وہ ہوئے,2
4393,کیوں لوگ,2
4392,لوگ یہ,2
4391,کو بازو,2
4390,بازو و,2
4306,بالشِ محوِ,2
14689,و تب,2
12094,تو سادہ,2
4154,ہو مقدور,2
14606,مصر گزر,2
4159,کہ پوچھوں,2
4160,اے کہ,2
4282,نے گل,2
4280,جلوہٴ تھا,2
14602,ابھی تو,2
4279,تھا نایاب,2
4278,نایاب نگہ,2
4277,نگہ تارِ,2
4276,تارِ میں,2
4275,میں اشک,2
4274,اشک ہجومِ,2
4273,ہجومِ یاں,2
4272,یاں خیال,2
4271,کا پرونے,2
4270,پرونے موتی,2
4269,موتی تھا,2
4157,سے خاک,2
14608,حجاز و,2
4267,کو آرائی,2
14609,سے حجاز,2
14624,بادہ گزر,2
14623,سے خیام,2
14622,خیام و,2
4137,تن سیم,2
14621,و حور,2
14620,حور ہے,2
14619,کچھ جزا,2
14618,جزا کی,2
4142,میں فراق,2
14617,اس غرض,2
14616,غرض بے,2
14615,ہے عمل,2
14614,عمل کا,2
14613,جس گزر,2
14612,سے شام,2
4284,چراغاں واں,2
4283,تھا کیا,2
4268,تھا کو,2
4266,آرائی خود,2
14688,تب و,2
4247,تھا گرداب,2
4245,حلقہٴ اک,2
4243,ہر جوّالہ,2
4242,جوّالہ شعلہٴ,2
4241,شعلہٴ تھا,2
4209,ہم غالب,2
4240,تھا آب,2
4213,بہار میں,2
4239,آب ابر,2
4238,ابر زہرہٴ,2
4237,زہرہٴ سے,2
4236,دل سوزِ,2
14555,شرمسار بھی,2
4235,سوزِ برقِ,2
4234,برقِ کہ,2
4233,کہ شب,2
4224,کیا بھی,2
4231,تھے رکھتے,2
4246,گرداب حلقہٴ,2
4201,میں نہیں,2
4265,خود واں,2
4249,کرم واں,2
4264,تھا سیلاب,2
4263,سیلاب کف,2
4183,تو تھے,2
4262,کف بالش,2
4261,بالش پنبہٴ,2
4260,پنبہٴ یاں,2
11984,تو چلے,2
4259,یاں سے,2
4258,سے گریے,2
4257,گریے خرام,2
4256,خرام گیرِ,2
4255,گیرِ عناں,2
4254,عناں تھا,2
4253,تھا بارش,2
4252,بارش عذرِ,2
4251,عذرِ کو,2
4250,کو کرم,2
14627,سے جام,2
14628,گرچہ گزر,2
14629,ہے گرچہ,2
11946,سر پہ,2
4295,سرِ یاں,2
4065,میں مقابل,2
4293,تھا ناب,2
4292,ناب خونِ,2
4291,خونِ سے,2
4290,تر چشمِ,2
4289,چشمِ مژگانِ,2
7291,وہ لو,2
14668,امام ایسے,2
14667,ایسے گزر,2
14666,سے نماز,2
14665,نماز ایسی,2
14664,ایسی سرور,2
14662,بے نماز,2
14661,نماز تیری,2
14660,تیری حضور,2
4081,سے مے,2
4296,پرشور سرِ,2
4060,پریشاں پہ,2
4128,خاک کیا,2
4059,پہ رُخ,2
4304,ناز فرقِ,2
4303,فرقِ وہ,2
4302,واں جو,2
4301,جو دیوار,2
4300,دیوار تھا,2
4299,تھا سے,2
4298,سے بیخوابی,2
4297,بیخوابی پرشور,2
4049,ہے مانگے,2
4050,کسی پهر,2
4052,لبِ کو,2
4053,بام لبِ,2
4054,پر بام,2
4055,ہوس پر,2
4056,زلفِ ہوس,2
4057,سیاہ زلفِ,2
4058,رُخ سیاہ,2
14659,حضور بے,2
14658,بے امام,2
14657,امام تیرا,2
4086,در کہ,2
14643,تیری شگاف,2
4110,غالب ہوئے,2
14642,شگاف کوہ,2
14641,کوہ گزر,2
14640,سے دام,2
14639,دام و,2
14638,و دانہ,2
4117,اشک جوشِ,2
4118,سے اشک,2
4287,رواں یاں,2
4286,یاں آبجو,2
14635,بلند طائرک,2
14634,طائرک بہار,2
14633,کی فرنگ,2
14632,فرنگ حسن,2
14631,حسن بہت,2
4285,آبجو چراغاں,2
14644,ضرب تیری,2
14645,تجھ ضرب,2
4106,ہیں بیٹهے,2
14652,کی ہلال,2
4089,پڑے کے,2
4090,رہیں پڑے,2
4091,سر رہیں,2
14656,تیرا گزر,2
14655,سے نیام,2
14654,نیام عیش,2
14653,عیش طرح,2
4097,جی ہوئے,2
7289,ہیں اٹھتے,2
14651,ہلال تیغ,2
14650,تیغ غرب,2
14649,غرب و,2
14648,و شرق,2
4288,مژگانِ رواں,2
4103,رات کے,2
4104,دن رات,2
14458,با تو,2
4509,کا جنت,2
2854,یا کی,2
15333,کے مدت,2
14218,مرد وہ,2
11393,دعا دست,2
15328,رہے دے,2
14221,نہیں آتا,2
14222,مجھ نہیں,2
11400,شام سر,2
3152,کرے سے,2
4764,و خلوت,2
7907,کہ کہا,2
7906,کہا نے,2
6924,خواب ہیں,2
11410,ادا جس,2
11411,سے ادا,2
7898,تو کی,2
3175,دیں نہ,2
3176,گے دیں,2
15298,نشیمن کے,2
3139,اسدؔ ہے,2
7925,نے یار,2
3198,درد پائی,2
15336,انداز کا,2
3092,کی داغوں,2
4800,زباں ہے,2
6895,ہے ناز,2
3096,کروں کا,2
3097,کیا کروں,2
7954,کہ پا,2
3101,افسردگی اور,2
3102,کی افسردگی,2
3103,آرزو کی,2
12316,تھی جاتی,2
4794,سے صبا,2
3107,اہل تپاک,2
3108,دنیا اہل,2
3115,ہے باز,2
11380,وفا عہد,2
7937,کہ ہوا,2
4779,ہے صبا,2
3187,پایا مدعا,2
3199,بے درد,2
11448,ان ہوئے,2
11432,جلا کچھ,2
7872,کرے نہ,2
3283,پا نقش,2
7871,نہ پر,2
11434,اور لیا,2
11436,دیکھنے کیا,2
11437,کو دیکھنے,2
11438,باقی کو,2
11439,آپ ہے,2
3292,کے تا,2
11440,کے لگا,2
11441,وہ لیا,2
11442,مرے وہ,2
11443,ہو مرے,2
11444,کے ہو,2
11445,مرے بھی,2
11446,نہ مرے,2
3300,بازی خاک,2
11433,کے جلا,2
11430,بہت دل,2
3202,دوست پایا,2
11429,دل لیا,2
7889,دیکھنا یہ,2
3214,نارسا نالہ,2
3215,پایا نارسا,2
3219,بے پرکاری,2
3220,خودی بے,2
3221,و خودی,2
8621,دل غمِ,2
3233,کھلنے لگا,2
3234,آج کھلنے,2
3251,ڈھونڈا بارہا,2
3252,تم ڈھونڈا,2
3254,پایا بارہا,2
11424,الفت راز,2
11425,چھپا الفت,2
7882,تو کہا,2
7881,کہا جو,2
11426,کے چھپا,2
3091,داغوں ورنہ,2
3090,ورنہ دکھاتا,2
3089,دکھاتا کو,2
4865,اے سے,2
12373,بھی کا,2
11296,آج حساب,2
4860,بھی دن,2
8025,یاد گھر,2
2971,نکلا بیاباں,2
4852,مت سے,2
8013,کم نہیں,2
4845,لیکن ہے,2
11316,ہم بھی,2
2991,تک کب,2
11320,طرح اس,2
12351,گل موسم,2
12348,گئے بھول,2
7995,نہیں ایجاد,2
14161,خرد اہل,2
14162,کا خرد,2
14163,مقام کا,2
11293,جہاں غم,2
2957,تیر سو,2
3087,تجھ نہیں,2
2955,تھے کہتے,2
4910,ربطیِ بے,2
2859,پرافشاں سے,2
2860,نکلا پرافشاں,2
6801,باب کے,2
8084,ہے دی,2
6808,نہ تک,2
11258,اس آئے,2
8064,تلے کے,2
2927,قسمت میری,2
4881,بزمِ ہے,2
6828,و چنگ,2
8050,نہیں فریاد,2
4875,بازوئے و,2
15458,آساں تن,2
2950,میں سینے,2
8041,و تسلیم,2
11288,وفا و,2
15402,کہ بھی,2
3012,میں آئینے,2
6869,ہوں حیراں,2
7984,کے پڑھ,2
3059,سے عدم,2
3060,پرے بھی,2
3061,ہوں پرے,2
3062,غافل ورنہ,2
3063,بارہا غافل,2
3064,میری بارہا,2
11358,وہ تو,2
3067,سے آتشیں,2
3070,جل عنقا,2
3071,عرض گیا,2
3075,کی اندیشہ,2
3077,کہاں گرمی,2
3079,خیال کچھ,2
3080,آیا خیال,2
3082,وحشت تھا,2
3083,کا وحشت,2
3085,جل صحرا,2
3058,عدم میں,2
3056,جل تھا,2
3055,تھا جو,2
3038,مانند کی,2
3022,خراب خانہ,2
11343,پھر کا,2
11344,کوئی پھر,2
3028,مرا دل,2
3031,سے نہاں,2
3033,محابا بے,2
14180,و سرور,2
3039,گویا مانند,2
3054,ایسی لگی,2
3040,جل گویا,2
12330,فرصت سے,2
3047,تک یار,2
3048,باقی تک,2
3050,آگ نہیں,2
3051,اس آگ,2
3053,لگی میں,2
11447,ہوئے نہ,2
7855,نکلے سے,2
7143,ہوں کہتا,2
3508,یار تیغ,2
7705,دل ہوں,2
15097,نہ سکا,2
12195,وہی ہے,2
15091,کہ یا,2
12193,عالم میں,2
4630,غبارِ ہے,2
3541,کی غالب,2
4626,فلک اے,2
7683,سے گری,2
4621,جہاں یک,2
14354,سے بجلی,2
12183,آیا پیام,2
3552,دوا کشِ,2
3555,اچھا نہ,2
3556,ہوا اچھا,2
3557,برا ہوا,2
7049,ہوا و,2
4647,طرف کی,2
7020,تم سہی,2
3567,وہ ہوا,2
7720,تیرے کہ,2
3469,زنجیر مری,2
7006,اک میں,2
15141,شوق مقام,2
15138,میں گھات,2
4667,ریزِ لب,2
7737,کاش اے,2
12215,کے اب,2
15133,نہیں سازگار,2
11555,پر لب,2
7016,پہ مجھ,2
7727,ہوں پوچھتا,2
3493,پرواز ہے,2
11564,پہ کلام,2
4655,منظور ہمیں,2
3498,ایجاد لذت,2
7722,کا گھر,2
7721,گھر تیرے,2
15066,بنیاد بے,2
15064,کار ہے,2
11449,اپنا کو,2
12144,بہت ہے,2
3650,سوا سے,2
4557,ورنہ ہے,2
12130,کس کا,2
14984,مری آباد,2
11678,صدا ہر,2
11679,پر صدا,2
14980,نظر اہل,2
3676,کا خدا,2
7111,کہتے لوگ,2
12122,کوئی میں,2
11701,گلشن صحن,2
3701,بن ہے,2
3702,پڑتی نہیں,2
3707,جزا روزِ,2
11711,ہر سے,2
12100,کے بھر,2
3722,وہ کو,2
15002,مے ہے,2
4566,ہوتا سے,2
7662,آتا رحم,2
7091,نہیں دور,2
3578,کبھی جو,2
4593,دوں کو,2
7643,میں پر,2
14382,سناں و,2
3618,سا تجھ,2
15022,مجال کیا,2
3620,غزل غالب,2
3621,سرا غزل,2
3622,نہ سرا,2
7629,مگر نہیں,2
7085,بات کی,2
4575,پر آئینے,2
14395,نے صوفی,2
3629,سب ہو,2
3631,سامنے کے,2
7088,تو جائے,2
4569,تماشا ہے,2
3468,مری حلقہ,2
3467,حلقہ ہے,2
3465,دیدہ آتش,2
11466,عشق سکی,2
11468,کے آزما,2
4740,بس و,2
7823,کہ کرے,2
3349,خواب تھا,2
3350,خیال میں,2
6951,تری سے,2
3355,کو گل,2
7808,اپنے میں,2
4721,و نازک,2
7801,یار کوئے,2
3367,زخم ہے,2
3369,کو قاتل,2
15201,شہر فقیہ,2
3372,کشا دل,2
4718,ہے لرزاں,2
6961,بے ہیں,2
7792,اس ہوں,2
11467,آزما کو,2
11465,سکی نہ,2
3464,آتش موئے,2
15240,نوا مری,2
11450,بنا اپنا,2
11451,کے بنا,2
11452,آج لیا,2
11453,ان آج,2
11454,ہم کچھ,2
11455,سب نے,2
11456,کی سب,2
11457,نظریں کی,2
11458,بچا نظریں,2
7843,بتا مجھے,2
11460,فیضؔ لیا,2
11461,تکمیل فیضؔ,2
11462,غم تکمیل,2
11463,بھی غم,2
3322,کو تغافل,2
15242,سوز ہے,2
15241,میں نوا,2
11504,کہ یوں,2
3384,نقش نے,2
6974,ہے چاہیے,2
7775,کے رو,2
3433,دیکھا شوق,2
14299,انگیز نشاط,2
3437,سے شمشیر,2
3439,ہے باہر,2
3440,شمشیر دم,2
3441,کا شمشیر,2
3442,آگہی کا,2
3445,جس شنیدن,2
3446,چاہے قدر,2
3447,بچھائے چاہے,2
3450,ہے عنقا,2
15152,کے جن,2
3454,کا تقریر,2
3455,بسکہ کا,2
3456,ہوں بسکہ,2
3459,میں اسیری,2
3460,آتش بھی,2
3425,ہے لانا,2
3424,لانا کا,2
3423,کا شام,2
3410,ہر پیرہن,2
